origin,as_of,feature,reference,last_publication,units,value,status
2013-09,2013-10-08 23:59:00,import_gap,2013-07,2013-09-14T00:00:00,"relative price gap, log points",1.354960541707018,available
2013-09,2013-10-08 23:59:00,ppi_gap,2013-08,2013-09-26T00:00:00,"relative price gap, log points",1.5170769754366802,available
2013-09,2013-10-08 23:59:00,fx_news,2013-09,2013-10-01T00:00:00,FX log change since import reference,-0.626258425348451,available
2013-10,2013-11-10 23:59:00,ulc_gap,2013Q2,2013-09-13T00:00:00,"quarterly real-cost gap, log points",1.5694655004061815,available
2013-10,2013-11-10 23:59:00,tightening,2013-09,2013-11-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964,available
2013-10,2013-11-10 23:59:00,import_gap,2013-08,2013-10-15T00:00:00,"relative price gap, log points",0.5971343140199794,available
2013-10,2013-11-10 23:59:00,ppi_gap,2013-09,2013-10-26T00:00:00,"relative price gap, log points",1.7160368664467,available
2013-10,2013-11-10 23:59:00,fx_news,2013-10,2013-11-01T00:00:00,FX log change since import reference,-0.621650925736912,available
2013-11,2013-12-08 23:59:00,ulc_gap,2013Q2,2013-09-13T00:00:00,"quarterly real-cost gap, log points",1.5617621718373016,available
2013-11,2013-12-08 23:59:00,tightening,2013-10,2013-12-02T00:00:00,"negative unemployment change12, pp",0.5,available
2013-11,2013-12-08 23:59:00,import_gap,2013-09,2013-11-14T00:00:00,"relative price gap, log points",0.28058248392296203,available
2013-11,2013-12-08 23:59:00,ppi_gap,2013-10,2013-11-26T00:00:00,"relative price gap, log points",0.6318670959545329,available
2013-11,2013-12-08 23:59:00,fx_news,2013-11,2013-12-01T00:00:00,FX log change since import reference,4.31847340720282,available
2013-12,2014-01-08 23:59:00,ulc_gap,2013Q3,2013-12-14T00:00:00,"quarterly real-cost gap, log points",0.24678009078223795,available
2013-12,2014-01-08 23:59:00,tightening,2013-11,2014-01-01T00:00:00,"negative unemployment change12, pp",0.5,available
2013-12,2014-01-08 23:59:00,import_gap,2013-10,2013-12-15T00:00:00,"relative price gap, log points",-1.1156026275760915,available
2013-12,2014-01-08 23:59:00,ppi_gap,2013-11,2013-12-26T00:00:00,"relative price gap, log points",1.4100612654854672,available
2013-12,2014-01-08 23:59:00,fx_news,2013-12,2014-01-01T00:00:00,FX log change since import reference,6.994858166788809,available
2014-01,2014-02-11 23:59:00,ulc_gap,2013Q3,2013-12-14T00:00:00,"quarterly real-cost gap, log points",0.24266656420144272,available
2014-01,2014-02-11 23:59:00,tightening,2013-12,2014-02-01T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2014-01,2014-02-11 23:59:00,import_gap,2013-11,2014-01-14T00:00:00,"relative price gap, log points",2.45589488044571,available
2014-01,2014-02-11 23:59:00,ppi_gap,2013-12,2014-01-26T00:00:00,"relative price gap, log points",2.264064203790099,available
2014-01,2014-02-11 23:59:00,fx_news,2014-01,2014-02-01T00:00:00,FX log change since import reference,2.0548794126377317,available
2014-02,2014-03-09 23:59:00,ulc_gap,2013Q3,2013-12-14T00:00:00,"quarterly real-cost gap, log points",0.24032807257304967,available
2014-02,2014-03-09 23:59:00,tightening,2014-01,2014-03-04T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2014-02,2014-03-09 23:59:00,import_gap,2013-12,2014-02-14T00:00:00,"relative price gap, log points",4.065702148675329,available
2014-02,2014-03-09 23:59:00,ppi_gap,2014-01,2014-02-26T00:00:00,"relative price gap, log points",2.230556761848163,available
2014-02,2014-03-09 23:59:00,fx_news,2014-02,2014-03-01T00:00:00,FX log change since import reference,-0.2692869167316198,available
2014-03,2014-04-08 23:59:00,ulc_gap,2013Q4,2014-03-16T00:00:00,"quarterly real-cost gap, log points",3.496125311121034,available
2014-03,2014-04-08 23:59:00,tightening,2014-02,2014-04-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2014-03,2014-04-08 23:59:00,import_gap,2014-01,2014-03-17T00:00:00,"relative price gap, log points",3.514005784111345,available
2014-03,2014-04-08 23:59:00,ppi_gap,2014-02,2014-03-26T00:00:00,"relative price gap, log points",2.2354735845847244,available
2014-03,2014-04-08 23:59:00,fx_news,2014-03,2014-04-01T00:00:00,FX log change since import reference,-0.32800058562001844,available
2014-04,2014-05-11 23:59:00,ulc_gap,2013Q4,2014-03-16T00:00:00,"quarterly real-cost gap, log points",3.4944372092782032,available
2014-04,2014-05-11 23:59:00,tightening,2014-03,2014-05-02T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2014-04,2014-05-11 23:59:00,import_gap,2014-02,2014-04-14T00:00:00,"relative price gap, log points",3.1739175211557793,available
2014-04,2014-05-11 23:59:00,ppi_gap,2014-03,2014-04-26T00:00:00,"relative price gap, log points",1.889026715728619,available
2014-04,2014-05-11 23:59:00,fx_news,2014-04,2014-05-01T00:00:00,FX log change since import reference,0.02550416278193547,available
2014-05,2014-06-08 23:59:00,ulc_gap,2013Q4,2014-03-16T00:00:00,"quarterly real-cost gap, log points",3.490652588527098,available
2014-05,2014-06-08 23:59:00,tightening,2014-04,2014-06-01T00:00:00,"negative unemployment change12, pp",0.6000000000000005,available
2014-05,2014-06-08 23:59:00,import_gap,2014-03,2014-05-15T00:00:00,"relative price gap, log points",2.233176517852705,available
2014-05,2014-06-08 23:59:00,ppi_gap,2014-04,2014-05-26T00:00:00,"relative price gap, log points",1.6205606278681444,available
2014-05,2014-06-08 23:59:00,fx_news,2014-05,2014-06-01T00:00:00,FX log change since import reference,0.16777915450550182,available
2014-06,2014-07-08 23:59:00,ulc_gap,2014Q1,2014-06-14T00:00:00,"quarterly real-cost gap, log points",6.051502647510858,available
2014-06,2014-07-08 23:59:00,tightening,2014-05,2014-07-02T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2014-06,2014-07-08 23:59:00,import_gap,2014-04,2014-06-14T00:00:00,"relative price gap, log points",1.5835302904920718,available
2014-06,2014-07-08 23:59:00,ppi_gap,2014-05,2014-06-26T00:00:00,"relative price gap, log points",1.64537314575324,available
2014-06,2014-07-08 23:59:00,fx_news,2014-06,2014-07-01T00:00:00,FX log change since import reference,0.003642920894383509,available
2014-07,2014-08-10 23:59:00,ulc_gap,2014Q1,2014-06-14T00:00:00,"quarterly real-cost gap, log points",6.041623184697357,available
2014-07,2014-08-10 23:59:00,tightening,2014-06,2014-08-01T00:00:00,"negative unemployment change12, pp",0.6000000000000005,available
2014-07,2014-08-10 23:59:00,import_gap,2014-05,2014-07-15T00:00:00,"relative price gap, log points",1.5612418063194884,available
2014-07,2014-08-10 23:59:00,ppi_gap,2014-06,2014-07-26T00:00:00,"relative price gap, log points",1.3629166858536905,available
2014-07,2014-08-10 23:59:00,fx_news,2014-07,2014-08-01T00:00:00,FX log change since import reference,0.06193416960275439,available
2014-08,2014-09-08 23:59:00,ulc_gap,2014Q1,2014-06-14T00:00:00,"quarterly real-cost gap, log points",6.043677452102486,available
2014-08,2014-09-08 23:59:00,tightening,2014-07,2014-09-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2014-08,2014-09-08 23:59:00,import_gap,2014-06,2014-08-14T00:00:00,"relative price gap, log points",1.558256286018655,available
2014-08,2014-09-08 23:59:00,ppi_gap,2014-07,2014-08-26T00:00:00,"relative price gap, log points",1.6847667007599512,available
2014-08,2014-09-08 23:59:00,fx_news,2014-08,2014-09-01T00:00:00,FX log change since import reference,1.3208797541076882,available
2014-09,2014-10-08 23:59:00,ulc_gap,2014Q2,2014-09-13T00:00:00,"quarterly real-cost gap, log points",0.3630845252732797,available
2014-09,2014-10-08 23:59:00,tightening,2014-08,2014-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2014-09,2014-10-08 23:59:00,import_gap,2014-07,2014-09-14T00:00:00,"relative price gap, log points",1.340620782921249,available
2014-09,2014-10-08 23:59:00,ppi_gap,2014-08,2014-09-26T00:00:00,"relative price gap, log points",1.651316237512276,available
2014-09,2014-10-08 23:59:00,fx_news,2014-09,2014-10-01T00:00:00,FX log change since import reference,0.5122161775650678,available
2014-10,2014-11-09 23:59:00,ulc_gap,2014Q2,2014-09-13T00:00:00,"quarterly real-cost gap, log points",0.3640137550016789,available
2014-10,2014-11-09 23:59:00,tightening,2014-09,2014-11-01T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2014-10,2014-11-09 23:59:00,import_gap,2014-08,2014-10-15T00:00:00,"relative price gap, log points",1.719339396136566,available
2014-10,2014-11-09 23:59:00,ppi_gap,2014-09,2014-10-26T00:00:00,"relative price gap, log points",1.0873763005606634,available
2014-10,2014-11-09 23:59:00,fx_news,2014-10,2014-11-01T00:00:00,FX log change since import reference,-0.8520522340404598,available
2014-11,2014-12-08 23:59:00,ulc_gap,2014Q2,2014-09-13T00:00:00,"quarterly real-cost gap, log points",0.3610383597114719,available
2014-11,2014-12-08 23:59:00,tightening,2014-10,2014-12-02T00:00:00,"negative unemployment change12, pp",1.0,available
2014-11,2014-12-08 23:59:00,import_gap,2014-09,2014-11-14T00:00:00,"relative price gap, log points",1.6109006837325541,available
2014-11,2014-12-08 23:59:00,ppi_gap,2014-10,2014-11-26T00:00:00,"relative price gap, log points",0.33147390589931547,available
2014-11,2014-12-08 23:59:00,fx_news,2014-11,2014-12-01T00:00:00,FX log change since import reference,0.24609161232609691,available
2014-12,2015-01-08 23:59:00,ulc_gap,2014Q3,2014-12-14T00:00:00,"quarterly real-cost gap, log points",-2.7231385755263204,available
2014-12,2015-01-08 23:59:00,tightening,2014-11,2015-01-01T00:00:00,"negative unemployment change12, pp",0.8999999999999995,available
2014-12,2015-01-08 23:59:00,import_gap,2014-10,2014-12-15T00:00:00,"relative price gap, log points",1.2839094936541011,available
2014-12,2015-01-08 23:59:00,ppi_gap,2014-11,2014-12-26T00:00:00,"relative price gap, log points",-0.5685142417354996,available
2014-12,2015-01-08 23:59:00,fx_news,2014-12,2015-01-01T00:00:00,FX log change since import reference,0.19560262693220873,available
2015-01,2015-02-08 23:59:00,ulc_gap,2014Q3,2014-12-14T00:00:00,"quarterly real-cost gap, log points",-2.7264592347297025,available
2015-01,2015-02-08 23:59:00,tightening,2014-12,2015-02-01T00:00:00,"negative unemployment change12, pp",1.0,available
2015-01,2015-02-08 23:59:00,import_gap,2014-11,2015-01-14T00:00:00,"relative price gap, log points",1.0947677668684221,available
2015-01,2015-02-08 23:59:00,ppi_gap,2014-12,2015-01-26T00:00:00,"relative price gap, log points",-2.4150725767312906,available
2015-01,2015-02-08 23:59:00,fx_news,2015-01,2015-02-01T00:00:00,FX log change since import reference,0.8243238844868056,available
2015-02,2015-03-08 23:59:00,ulc_gap,2014Q3,2014-12-14T00:00:00,"quarterly real-cost gap, log points",-2.7264592347297025,available
2015-02,2015-03-08 23:59:00,tightening,2015-01,2015-03-04T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2015-02,2015-03-08 23:59:00,import_gap,2014-12,2015-02-14T00:00:00,"relative price gap, log points",-0.3071944851946089,available
2015-02,2015-03-08 23:59:00,ppi_gap,2015-01,2015-02-26T00:00:00,"relative price gap, log points",-4.004098810731989,available
2015-02,2015-03-08 23:59:00,fx_news,2015-02,2015-03-01T00:00:00,FX log change since import reference,-0.09413128387754915,available
2015-03,2015-04-08 23:59:00,ulc_gap,2014Q4,2015-03-16T00:00:00,"quarterly real-cost gap, log points",3.456913454393714,available
2015-03,2015-04-08 23:59:00,tightening,2015-02,2015-04-01T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2015-03,2015-04-08 23:59:00,import_gap,2015-01,2015-03-17T00:00:00,"relative price gap, log points",-0.6741845332216867,available
2015-03,2015-04-08 23:59:00,ppi_gap,2015-02,2015-03-26T00:00:00,"relative price gap, log points",-4.058443803608441,available
2015-03,2015-04-08 23:59:00,fx_news,2015-03,2015-04-01T00:00:00,FX log change since import reference,-1.8671165113666077,available
2015-04,2015-05-11 23:59:00,ulc_gap,2014Q4,2015-03-16T00:00:00,"quarterly real-cost gap, log points",3.463761796981828,available
2015-04,2015-05-11 23:59:00,tightening,2015-03,2015-05-02T00:00:00,"negative unemployment change12, pp",1.0,available
2015-04,2015-05-11 23:59:00,import_gap,2015-02,2015-04-14T00:00:00,"relative price gap, log points",-1.0539665830636702,available
2015-04,2015-05-11 23:59:00,ppi_gap,2015-03,2015-04-26T00:00:00,"relative price gap, log points",-3.2906169881674714,available
2015-04,2015-05-11 23:59:00,fx_news,2015-04,2015-05-01T00:00:00,FX log change since import reference,-0.5994459467981985,available
2015-05,2015-06-08 23:59:00,ulc_gap,2014Q4,2015-03-16T00:00:00,"quarterly real-cost gap, log points",3.4606898271827617,available
2015-05,2015-06-08 23:59:00,tightening,2015-04,2015-06-01T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2015-05,2015-06-08 23:59:00,import_gap,2015-03,2015-05-15T00:00:00,"relative price gap, log points",-0.6491331767409445,available
2015-05,2015-06-08 23:59:00,ppi_gap,2015-04,2015-05-26T00:00:00,"relative price gap, log points",-3.0282800169819097,available
2015-05,2015-06-08 23:59:00,fx_news,2015-05,2015-06-01T00:00:00,FX log change since import reference,0.06207211518333582,available
2015-06,2015-07-08 23:59:00,ulc_gap,2015Q1,2015-06-14T00:00:00,"quarterly real-cost gap, log points",2.8546768649455885,available
2015-06,2015-07-08 23:59:00,tightening,2015-05,2015-07-02T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2015-06,2015-07-08 23:59:00,import_gap,2015-04,2015-06-14T00:00:00,"relative price gap, log points",0.17381690455392462,available
2015-06,2015-07-08 23:59:00,ppi_gap,2015-05,2015-06-26T00:00:00,"relative price gap, log points",-2.527631987656889,available
2015-06,2015-07-08 23:59:00,fx_news,2015-06,2015-07-01T00:00:00,FX log change since import reference,-0.5004668065160434,available
2015-07,2015-08-09 23:59:00,ulc_gap,2015Q1,2015-06-14T00:00:00,"quarterly real-cost gap, log points",2.8543551394257634,available
2015-07,2015-08-09 23:59:00,tightening,2015-06,2015-08-01T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2015-07,2015-08-09 23:59:00,import_gap,2015-05,2015-07-15T00:00:00,"relative price gap, log points",-0.4406604420816711,available
2015-07,2015-08-09 23:59:00,ppi_gap,2015-06,2015-07-26T00:00:00,"relative price gap, log points",-2.893025161482626,available
2015-07,2015-08-09 23:59:00,fx_news,2015-07,2015-08-01T00:00:00,FX log change since import reference,-1.1195447929557243,available
2015-08,2015-09-08 23:59:00,ulc_gap,2015Q1,2015-06-14T00:00:00,"quarterly real-cost gap, log points",2.8535913974189384,available
2015-08,2015-09-08 23:59:00,tightening,2015-07,2015-09-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2015-08,2015-09-08 23:59:00,import_gap,2015-06,2015-08-14T00:00:00,"relative price gap, log points",-0.8201473204988297,available
2015-08,2015-09-08 23:59:00,ppi_gap,2015-07,2015-08-26T00:00:00,"relative price gap, log points",-3.597541976111529,available
2015-08,2015-09-08 23:59:00,fx_news,2015-08,2015-09-01T00:00:00,FX log change since import reference,-0.9752225523102376,available
2015-09,2015-10-08 23:59:00,ulc_gap,2015Q2,2015-09-13T00:00:00,"quarterly real-cost gap, log points",-2.4653207797582013,available
2015-09,2015-10-08 23:59:00,tightening,2015-08,2015-10-02T00:00:00,"negative unemployment change12, pp",1.5,available
2015-09,2015-10-08 23:59:00,import_gap,2015-07,2015-09-14T00:00:00,"relative price gap, log points",-1.5664140148589851,available
2015-09,2015-10-08 23:59:00,ppi_gap,2015-08,2015-09-26T00:00:00,"relative price gap, log points",-4.647396707661414,available
2015-09,2015-10-08 23:59:00,fx_news,2015-09,2015-10-01T00:00:00,FX log change since import reference,-0.033226884546924476,available
2015-10,2015-11-08 23:59:00,ulc_gap,2015Q2,2015-09-13T00:00:00,"quarterly real-cost gap, log points",-2.46672079019379,available
2015-10,2015-11-08 23:59:00,tightening,2015-09,2015-11-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2015-10,2015-11-08 23:59:00,import_gap,2015-08,2015-10-15T00:00:00,"relative price gap, log points",-2.5576815764868206,available
2015-10,2015-11-08 23:59:00,ppi_gap,2015-09,2015-10-26T00:00:00,"relative price gap, log points",-5.6803721063628245,available
2015-10,2015-11-08 23:59:00,fx_news,2015-10,2015-11-01T00:00:00,FX log change since import reference,0.22901901262934293,available
2015-11,2015-12-08 23:59:00,ulc_gap,2015Q2,2015-09-13T00:00:00,"quarterly real-cost gap, log points",-2.4705078157628577,available
2015-11,2015-12-08 23:59:00,tightening,2015-10,2015-12-02T00:00:00,"negative unemployment change12, pp",1.0,available
2015-11,2015-12-08 23:59:00,import_gap,2015-09,2015-11-14T00:00:00,"relative price gap, log points",-3.410638284192307,available
2015-11,2015-12-08 23:59:00,ppi_gap,2015-10,2015-11-26T00:00:00,"relative price gap, log points",-6.2483360131613495,available
2015-11,2015-12-08 23:59:00,fx_news,2015-11,2015-12-01T00:00:00,FX log change since import reference,-0.15520493858689832,available
2015-12,2016-01-11 23:59:00,ulc_gap,2015Q3,2015-12-14T00:00:00,"quarterly real-cost gap, log points",-5.248785444640646,available
2015-12,2016-01-11 23:59:00,tightening,2015-11,2016-01-01T00:00:00,"negative unemployment change12, pp",1.7000000000000002,available
2015-12,2016-01-11 23:59:00,import_gap,2015-10,2015-12-15T00:00:00,"relative price gap, log points",-3.9324554508828493,available
2015-12,2016-01-11 23:59:00,ppi_gap,2015-11,2015-12-26T00:00:00,"relative price gap, log points",-6.650375830689086,available
2015-12,2016-01-11 23:59:00,fx_news,2015-12,2016-01-01T00:00:00,FX log change since import reference,-0.28450572498566423,available
2016-01,2016-02-11 23:59:00,ulc_gap,2015Q3,2015-12-14T00:00:00,"quarterly real-cost gap, log points",-5.252598895383926,available
2016-01,2016-02-11 23:59:00,tightening,2015-12,2016-02-01T00:00:00,"negative unemployment change12, pp",1.2000000000000002,available
2016-01,2016-02-11 23:59:00,import_gap,2015-11,2016-01-14T00:00:00,"relative price gap, log points",-4.020329985893605,available
2016-01,2016-02-11 23:59:00,ppi_gap,2015-12,2016-01-26T00:00:00,"relative price gap, log points",-7.516260096551775,available
2016-01,2016-02-11 23:59:00,fx_news,2016-01,2016-02-01T00:00:00,FX log change since import reference,-0.05178855588689807,available
2016-02,2016-03-08 23:59:00,ulc_gap,2015Q3,2015-12-14T00:00:00,"quarterly real-cost gap, log points",-5.252598895383926,available
2016-02,2016-03-08 23:59:00,tightening,2016-01,2016-03-03T00:00:00,"negative unemployment change12, pp",1.4000000000000004,available
2016-02,2016-03-08 23:59:00,import_gap,2015-12,2016-02-14T00:00:00,"relative price gap, log points",-5.535887674630912,available
2016-02,2016-03-08 23:59:00,ppi_gap,2016-01,2016-02-26T00:00:00,"relative price gap, log points",-8.554019389194707,available
2016-02,2016-03-08 23:59:00,fx_news,2016-02,2016-03-01T00:00:00,FX log change since import reference,0.04809026264882451,available
2016-03,2016-04-10 23:59:00,ulc_gap,2015Q4,2016-03-15T00:00:00,"quarterly real-cost gap, log points",0.6350876814821049,available
2016-03,2016-04-10 23:59:00,tightening,2016-02,2016-04-01T00:00:00,"negative unemployment change12, pp",1.7000000000000002,available
2016-03,2016-04-10 23:59:00,import_gap,2016-01,2016-03-16T00:00:00,"relative price gap, log points",-7.032455294180358,available
2016-03,2016-04-10 23:59:00,ppi_gap,2016-02,2016-03-26T00:00:00,"relative price gap, log points",-9.178400692522587,available
2016-03,2016-04-10 23:59:00,fx_news,2016-03,2016-04-01T00:00:00,FX log change since import reference,0.09246075699849512,available
2016-04,2016-05-09 23:59:00,ulc_gap,2015Q4,2016-03-15T00:00:00,"quarterly real-cost gap, log points",0.6385593089052577,available
2016-04,2016-05-09 23:59:00,tightening,2016-03,2016-05-02T00:00:00,"negative unemployment change12, pp",1.6000000000000005,available
2016-04,2016-05-09 23:59:00,import_gap,2016-02,2016-04-14T00:00:00,"relative price gap, log points",-8.197221432312102,available
2016-04,2016-05-09 23:59:00,ppi_gap,2016-03,2016-04-26T00:00:00,"relative price gap, log points",-8.963078203087207,available
2016-04,2016-05-09 23:59:00,fx_news,2016-04,2016-05-01T00:00:00,FX log change since import reference,-0.029591270791116297,available
2016-05,2016-06-08 23:59:00,ulc_gap,2015Q4,2016-03-15T00:00:00,"quarterly real-cost gap, log points",0.6421744509348741,available
2016-05,2016-06-08 23:59:00,tightening,2016-04,2016-06-01T00:00:00,"negative unemployment change12, pp",1.3000000000000003,available
2016-05,2016-06-08 23:59:00,import_gap,2016-03,2016-05-15T00:00:00,"relative price gap, log points",-7.996961584427016,available
2016-05,2016-06-08 23:59:00,ppi_gap,2016-04,2016-05-26T00:00:00,"relative price gap, log points",-8.7401060409033,available
2016-05,2016-06-08 23:59:00,fx_news,2016-05,2016-06-01T00:00:00,FX log change since import reference,-0.09246075699849134,available
2016-06,2016-07-11 23:59:00,ulc_gap,2016Q1,2016-06-14T00:00:00,"quarterly real-cost gap, log points",3.6748752034499717,available
2016-06,2016-07-11 23:59:00,tightening,2016-05,2016-07-02T00:00:00,"negative unemployment change12, pp",1.0000000000000004,available
2016-06,2016-07-11 23:59:00,import_gap,2016-04,2016-06-14T00:00:00,"relative price gap, log points",-8.185174733307644,available
2016-06,2016-07-11 23:59:00,ppi_gap,2016-05,2016-06-26T00:00:00,"relative price gap, log points",-8.361758397163328,available
2016-06,2016-07-11 23:59:00,fx_news,2016-06,2016-07-01T00:00:00,FX log change since import reference,0.11092214403584123,available
2016-07,2016-08-08 23:59:00,ulc_gap,2016Q1,2016-06-14T00:00:00,"quarterly real-cost gap, log points",3.6774215857446393,available
2016-07,2016-08-08 23:59:00,tightening,2016-06,2016-08-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-07,2016-08-08 23:59:00,import_gap,2016-05,2016-07-15T00:00:00,"relative price gap, log points",-7.730920502019554,available
2016-07,2016-08-08 23:59:00,ppi_gap,2016-06,2016-07-26T00:00:00,"relative price gap, log points",-6.947313589935277,available
2016-07,2016-08-08 23:59:00,fx_news,2016-07,2016-08-01T00:00:00,FX log change since import reference,0.04439183263193187,available
2016-08,2016-09-08 23:59:00,ulc_gap,2016Q1,2016-06-14T00:00:00,"quarterly real-cost gap, log points",3.6774215857446393,available
2016-08,2016-09-08 23:59:00,tightening,2016-07,2016-09-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2016-08,2016-09-08 23:59:00,import_gap,2016-06,2016-08-14T00:00:00,"relative price gap, log points",-6.85868312708501,available
2016-08,2016-09-08 23:59:00,ppi_gap,2016-07,2016-08-26T00:00:00,"relative price gap, log points",-6.231957788038017,available
2016-08,2016-09-08 23:59:00,fx_news,2016-08,2016-09-01T00:00:00,FX log change since import reference,-0.13312134495577194,available
2016-09,2016-10-09 23:59:00,ulc_gap,2016Q2,2016-09-13T00:00:00,"quarterly real-cost gap, log points",-1.3269275404973087,available
2016-09,2016-10-09 23:59:00,tightening,2016-08,2016-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2016-09,2016-10-09 23:59:00,import_gap,2016-07,2016-09-14T00:00:00,"relative price gap, log points",-6.802360911259845,available
2016-09,2016-10-09 23:59:00,ppi_gap,2016-08,2016-09-26T00:00:00,"relative price gap, log points",-6.175525904565177,available
2016-09,2016-10-09 23:59:00,fx_news,2016-09,2016-10-01T00:00:00,FX log change since import reference,-0.06289424724980856,available
2016-10,2016-11-08 23:59:00,ulc_gap,2016Q2,2016-09-13T00:00:00,"quarterly real-cost gap, log points",-1.3287096094906587,available
2016-10,2016-11-08 23:59:00,tightening,2016-09,2016-11-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-10,2016-11-08 23:59:00,import_gap,2016-08,2016-10-15T00:00:00,"relative price gap, log points",-6.760012097033375,available
2016-10,2016-11-08 23:59:00,ppi_gap,2016-09,2016-10-26T00:00:00,"relative price gap, log points",-5.722185584586555,available
2016-10,2016-11-08 23:59:00,fx_news,2016-10,2016-11-01T00:00:00,FX log change since import reference,-0.014802205555645778,available
2016-11,2016-12-08 23:59:00,ulc_gap,2016Q2,2016-09-13T00:00:00,"quarterly real-cost gap, log points",-1.3376514551067658,available
2016-11,2016-12-08 23:59:00,tightening,2016-10,2016-12-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-11,2016-12-08 23:59:00,import_gap,2016-09,2016-11-14T00:00:00,"relative price gap, log points",-6.9125013285432075,available
2016-11,2016-12-08 23:59:00,ppi_gap,2016-10,2016-11-26T00:00:00,"relative price gap, log points",-5.370523480225472,available
2016-11,2016-12-08 23:59:00,fx_news,2016-11,2016-12-01T00:00:00,FX log change since import reference,0.04070079422732619,available
2016-12,2017-01-09 23:59:00,ulc_gap,2016Q3,2016-12-14T00:00:00,"quarterly real-cost gap, log points",-1.8029208529570724,available
2016-12,2017-01-09 23:59:00,tightening,2016-11,2017-01-01T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2016-12,2017-01-09 23:59:00,import_gap,2016-10,2016-12-15T00:00:00,"relative price gap, log points",-6.407541272756789,available
2016-12,2017-01-09 23:59:00,ppi_gap,2016-11,2016-12-26T00:00:00,"relative price gap, log points",-5.03011897220847,available
2016-12,2017-01-09 23:59:00,fx_news,2016-12,2017-01-01T00:00:00,FX log change since import reference,0.03330188186407143,available
2017-01,2017-02-09 23:59:00,ulc_gap,2016Q3,2016-12-14T00:00:00,"quarterly real-cost gap, log points",-1.8092923553019773,available
2017-01,2017-02-09 23:59:00,tightening,2016-12,2017-02-01T00:00:00,"negative unemployment change12, pp",0.9999999999999996,available
2017-01,2017-02-09 23:59:00,import_gap,2016-11,2017-01-14T00:00:00,"relative price gap, log points",-5.798610583056747,available
2017-01,2017-02-09 23:59:00,ppi_gap,2016-12,2017-01-26T00:00:00,"relative price gap, log points",-4.626985933903654,available
2017-01,2017-02-09 23:59:00,fx_news,2017-01,2017-02-01T00:00:00,FX log change since import reference,-0.044401687993607164,available
2017-02,2017-03-08 23:59:00,ulc_gap,2016Q3,2016-12-14T00:00:00,"quarterly real-cost gap, log points",-1.8092923553019205,available
2017-02,2017-03-08 23:59:00,tightening,2017-01,2017-03-04T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2017-02,2017-03-08 23:59:00,import_gap,2016-12,2017-02-14T00:00:00,"relative price gap, log points",-4.802067019277283,available
2017-02,2017-03-08 23:59:00,ppi_gap,2017-01,2017-02-26T00:00:00,"relative price gap, log points",-3.925354865229508,available
2017-02,2017-03-08 23:59:00,fx_news,2017-02,2017-03-01T00:00:00,FX log change since import reference,-0.03700277563035177,available
2017-03,2017-04-09 23:59:00,ulc_gap,2016Q4,2017-03-16T00:00:00,"quarterly real-cost gap, log points",3.674675006457676,available
2017-03,2017-04-09 23:59:00,tightening,2017-02,2017-04-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2017-03,2017-04-09 23:59:00,import_gap,2017-01,2017-03-17T00:00:00,"relative price gap, log points",-3.652218060523234,available
2017-03,2017-04-09 23:59:00,ppi_gap,2017-02,2017-03-26T00:00:00,"relative price gap, log points",-3.269062690883402,available
2017-03,2017-04-09 23:59:00,fx_news,2017-03,2017-04-01T00:00:00,FX log change since import reference,0.0,available
2017-04,2017-05-09 23:59:00,ulc_gap,2016Q4,2017-03-16T00:00:00,"quarterly real-cost gap, log points",3.6766119151042744,available
2017-04,2017-05-09 23:59:00,tightening,2017-03,2017-05-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2017-04,2017-05-09 23:59:00,import_gap,2017-02,2017-04-14T00:00:00,"relative price gap, log points",-2.616985850607324,available
2017-04,2017-05-09 23:59:00,ppi_gap,2017-03,2017-04-26T00:00:00,"relative price gap, log points",-2.641298629486755,available
2017-04,2017-05-09 23:59:00,fx_news,2017-04,2017-05-01T00:00:00,FX log change since import reference,-0.7280323368125273,available
